"{{{actionType}}} only","","{{{actionType}}} only","{{{actionType}}} only","{{{actionType}}} only","{{{actionType}}} only","{{{actionType}}} only","{{{actionType}}} only","{{{actionType}}} only","{{{actionType}}} only","{{{actionType}}} only","{{{actionType}}} only","{{{actionType}}} only","{{{actionType}}} only","{{{actionType}}} only","{{{actionType}}} only","{{{actionType}}} only","{{{actionType}}} only","{{{actionType}}} only","{{{actionType}}} only","solamente {{{actionType}}}","{{{actionType}}} only"
"Analytics","","Analytics","Analytics","Analytics","Analytics","Analytics","Analytics","Analytics","Analytics","Analytics","Analytics","Analytics","Analytics","Analytics","Analytics","Analytics","Analytics","Analytics","Analytics","Analytics","Analytics"
"What's Happening","","What's Happening","What's Happening","What's Happening","What's Happening","What's Happening","What's Happening","What's Happening","What's Happening","What's Happening","What's Happening","What's Happening","What's Happening","What's Happening","What's Happening","What's Happening","What's Happening","What's Happening","What's Happening","What's Happening","What's Happening"
"Edit details","","Edit details","Edit details","Edit details","Edit details","Edit details","Edit details","Edit details","Edit details","Edit details","Edit details","Edit details","Edit details","Edit details","Edit details","Edit details","Edit details","Edit details","Edit details","Edit details","Edit details"
"These are the accounts in ","","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in ","These are the accounts in "
". You can copy them to share.","",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share.",". You can copy them to share."
"Tweet authors","","Tweet authors","Tweet authors","Tweet authors","Tweet authors","Tweet authors","Tweet authors","Tweet authors","Tweet authors","Tweet authors","Tweet authors","Tweet authors","Tweet authors","Tweet authors","Tweet authors","Tweet authors","Tweet authors","Tweet authors","Tweet authors","Tweet authors","Tweet authors"
"Tweet content","","Tweet content","Tweet content","Tweet content","Tweet content","Tweet content","Tweet content","Tweet content","Tweet content","Tweet content","Tweet content","Tweet content","Tweet content","Tweet content","Tweet content","Tweet content","Tweet content","Tweet content","Tweet content","Tweet content","Tweet content"
"Tweet forwarded by @{{1}}","","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}","Tweet forwarded by @{{1}}"
"Original Tweet: {{1}}","","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}","Original Tweet: {{1}}"
